AirQualityStation,Countrycode,Altitude,AreaType,StationType,PopulationDensity,no2_average
STA-FR31017,FR,40.0,urban,traffic,88.7,26.633018745922996
STA-FR26017,FR,190.0,urban,background,29.8,9.222458213900882
STA-FR26014,FR,246.0,urban,background,60.9,20.53146592721449
STA-FR26005,FR,238.0,suburban,background,60.9,13.51900225872723
STA-FR23181,FR,10.0,urban,background,207.5,9.132259190928195
STA-FR23153,FR,4.0,suburban,industrial,207.5,7.588321666908341
STA-FR23124,FR,100.0,rural-remote,background,100.6,4.630654073046983
STA-FR23110,FR,10.0,urban,background,207.5,9.441249114281346
STA-FR23075,FR,8.0,suburban,industrial,207.5,11.571243400890115
STA-FR23070,FR,62.0,suburban,industrial,207.5,5.736123193184109
STA-FR23068,FR,25.0,rural-nearcity,industrial,207.5,5.3423253643853394
STA-FR23003,FR,5.0,suburban,industrial,207.5,8.247813718528262
STA-FR23001,FR,10.0,suburban,industrial,207.5,8.596228382134152
STA-FR31016,FR,35.0,urban,background,88.7,15.183970346395647
STA-FR26043,FR,240.0,urban,traffic,60.9,20.4793541582152
STA-FR30018,FR,380.0,urban,traffic,61.7,17.778437713217013
STA-FR28033,FR,23.0,suburban,background,218.6,12.287199043054828
STA-FR28028,FR,26.0,urban,background,218.6,16.557198708508512
STA-FR82010,FR,331.0,urban,background,103.0,19.003326715272557
STA-PT05012,PT,300.0,rural,background,89.0,1.4685838825172268
STA-PT05011,PT,6.0,urban,traffic,89.0,22.157749338720407
STA-PT05007,PT,4.0,urban,background,89.0,10.237402831229996
STA-PT04006,PT,187.0,rural,background,21.3,3.1109861969895696
STA-NL00704,NL,4.0,urban,industrial,1406.0,25.597350837159638
STA-NL00701,NL,1.0,urban,background,1406.0,21.489737110338655
STA-NL00553,NL,7.0,urban,industrial,1212.2,20.835881467431108
STA-NL00551,NL,1.0,urban,industrial,1212.2,27.32251807277402
STA-NL00550,NL,1.0,urban,traffic,1746.2,25.55343020227002
STA-NL00546,NL,1.0,urban,industrial,1406.0,28.61212236240543
STA-NL00538,NL,-4.0,rural,background,340.0,13.120654069459267
STA-NL00495,NL,0.0,urban,industrial,1183.2,27.97160008859039
STA-NL00446,NL,-2.0,suburban,background,3352.0,24.98968709644411
STA-NL00445,NL,4.0,urban,traffic,3352.0,31.82770247933627
STA-NL00444,NL,4.0,rural,background,1494.5,15.845893320187693
STA-NL00318,NL,5.0,rural,background,142.3,15.986801761502731
STA-FR82020,FR,360.0,urban,traffic,235.4,24.023524652850213
STA-PT02020,PT,473.0,rural,background,34.2,4.990498812351544
STA-PT04003,PT,235.0,rural,industrial,18.1,4.691948590859316
STA-PT04002,PT,53.0,rural,background,18.1,2.5042314095449503
STA-PT03104,PT,41.0,urban,background,1010.7,15.754193015983839
STA-PT03103,PT,24.0,urban,background,1010.7,18.519371358509893
STA-PT03102,PT,143.0,rural,background,161.8,3.736436063441509
STA-PT03101,PT,22.0,urban,background,1010.7,19.900460236723344
STA-PT03100,PT,76.0,urban,traffic,1010.7,37.66079981290821
STA-PT03099,PT,57.0,rural,background,1010.7,6.610619973284731
STA-PT03097,PT,124.0,urban,traffic,1010.7,32.072250674221145
STA-PT03096,PT,143.0,rural,background,56.2,4.972424525536755
STA-PT03095,PT,30.0,urban,industrial,1010.7,17.44358120260328
STA-PT03094,PT,16.0,urban,traffic,1010.7,19.07681796786591
STA-PT03093,PT,2.0,urban,background,1010.7,13.444653520915473
STA-PT03089,PT,173.0,urban,background,1010.7,13.05840531982022
STA-PT03087,PT,143.0,urban,background,1010.7,21.22482370855026
STA-PT03085,PT,10.0,urban,background,1010.7,18.51295197865016
STA-PT03084,PT,132.0,urban,background,1010.7,20.586046237859886
STA-PT03083,PT,63.0,urban,background,1010.7,25.37921005030281
STA-PT03082,PT,109.0,urban,background,1010.7,32.73036741050357
STA-PT03075,PT,44.0,urban,traffic,1010.7,60.68769782015085
STA-PT03072,PT,86.0,urban,traffic,1010.7,40.540220281840966
STA-PT03071,PT,32.0,urban,background,1010.7,30.43117695312478
STA-PT03070,PT,56.0,urban,background,1010.7,24.543435508240318
STA-PT03063,PT,47.0,suburban,industrial,1010.7,22.258098855840306
STA-PT03055,PT,31.0,urban,industrial,1010.7,16.143497264319674
STA-FR03084,FR,21.0,suburban,background,157.7,17.044546092382127
STA-FR03080,FR,19.0,urban,background,157.7,17.159219734545037
STA-FR02041,FR,82.0,urban,background,427.1,15.308200296625705
STA-FR02022,FR,10.0,urban,background,427.1,17.923216615742433
STA-CH0055A,CH,383.0,urban,background,2046.8,34.65564822557117
STA-CH0050A,CH,439.0,suburban,background,2046.8,16.340439095115507
STA-FR03087,FR,19.0,urban,traffic,157.7,26.4292113616928
STA-FR04002,FR,28.0,urban,background,9371.4,30.06023762597762
STA-FR04012,FR,66.0,urban,traffic,21043.6,68.6423614539391
STA-FR04149,FR,68.0,urban,background,722.6,23.54176406594048
STA-FR04143,FR,37.0,urban,background,21043.6,34.23181975083324
STA-FR04141,FR,35.0,urban,traffic,21043.6,58.909651968581215
STA-FR04131,FR,42.0,urban,traffic,21043.6,52.21509866548188
STA-FR04123,FR,44.0,urban,traffic,6979.0,56.107193309281854
STA-FR04122,FR,48.0,suburban,traffic,240.8,42.02088614897864
STA-FR04118,FR,45.0,urban,traffic,21043.6,65.16246274499582
STA-FR04071,FR,32.0,urban,traffic,21043.6,46.47514130873803
STA-FR04069,FR,56.0,suburban,background,240.8,18.97867009895575
STA-FR04060,FR,31.0,urban,background,21043.6,33.67132574608545
STA-FR04059,FR,31.0,urban,background,6979.0,29.75382211329207
STA-FR04058,FR,35.0,urban,traffic,6979.0,80.1640224969877
STA-FR04051,FR,56.0,urban,background,996.4,26.357117871286
STA-FR04037,FR,57.0,urban,background,21043.6,30.690136211941056
STA-FR04034,FR,95.0,urban,background,5773.6,29.807788414260866
STA-FR04031,FR,34.0,urban,traffic,21043.6,45.408384908307845
STA-FR04018,FR,42.0,urban,background,6979.0,33.339856578639825
STA-FR04017,FR,36.0,urban,background,9371.4,34.02939659970593
STA-FR04014,FR,40.0,urban,background,21043.6,33.671756460433684
STA-FR04004,FR,60.0,urban,background,21043.6,36.31307814726783
STA-FR04150,FR,58.0,urban,background,9371.4,32.75846650519211
STA-BETN060,BE,0.0,rural,background,241.3,13.210193321616874
STA-BETM705,BE,19.0,suburban,industrial,557.2,23.820417987554308
STA-BETE716,BE,8.0,suburban,industrial,594.5,20.017485428809326
STA-BETE715,BE,4.0,rural,industrial,432.9,16.372069618754438
STA-BETE714,BE,11.0,rural,industrial,432.9,16.478379338940886
STA-BELR833,BE,5.0,rural,industrial,1093.8,26.19893002090764
STA-BETR892,BE,9.0,rural,industrial,546.6,34.143224494677675
STA-BETR831,BE,3.0,rural,industrial,1093.8,25.519591644045796
STA-BETR823,BE,0.0,suburban,background,546.6,21.770884737398656
STA-BETR820,BE,11.0,suburban,background,1093.8,17.476289833080425
STA-BETR721,BE,6.0,suburban,industrial,594.5,23.472347975039764
STA-BETR710,BE,6.0,suburban,background,594.5,19.74462333999295
STA-BETR702,BE,8.0,urban,traffic,594.5,33.98222195618341
STA-BETR701,BE,5.0,urban,background,594.5,25.74856689840225
STA-FR04180,FR,81.0,suburban,traffic,722.6,62.8489773385242
STA-FR12085,FR,147.0,urban,traffic,218.5,46.667725960595284
STA-FR12054,FR,145.0,urban,traffic,218.5,37.483768112092754
STA-FR19033,FR,20.0,urban,background,109.9,12.265867972795016
STA-FR19032,FR,37.0,urban,background,109.9,9.804931148399435
STA-FR19021,FR,14.0,urban,background,109.9,12.098944311967518
STA-FR04179,FR,32.0,urban,background,21043.6,27.524129899863983
STA-FR12045,FR,377.0,urban,traffic,50.5,16.4577707590323
STA-FR12026,FR,182.0,urban,background,67.4,13.730150160791881
STA-FR07048,FR,208.0,rural-nearcity,traffic,45.6,37.01242860027874
STA-FR07022,FR,235.0,rural-regional,background,45.6,3.211925649432002
STA-FR06134,FR,22.0,suburban,background,453.4,12.501438488632193
STA-FR05090,FR,92.0,urban,background,199.5,12.241242934303205
STA-FR05089,FR,60.0,urban,traffic,199.5,34.88482957444253
STA-FR05083,FR,80.0,urban,industrial,199.5,12.798770676721047
STA-FR04328,FR,127.0,rural-regional,background,240.8,6.816982011093201
STA-FR04323,FR,81.0,urban,background,722.6,24.546801190405873
STA-FR07057,FR,221.0,urban,background,45.6,11.310485723953727
STA-FR12042,FR,405.0,urban,background,50.5,11.487041926298678
STA-FR07058,FR,203.0,urban,background,45.6,14.644616626583787
STA-FR12021,FR,139.0,urban,background,218.5,15.494429643383903
STA-FR10026,FR,3.0,urban,background,218.6,16.475943988247447
STA-FR09008,FR,10.0,suburban,background,93.7,8.669389911049722
STA-FR09003,FR,10.0,urban,background,93.7,16.850271113971562
STA-FR08616,FR,50.0,urban,traffic,128.9,32.748772047453016
STA-FR08614,FR,40.0,urban,background,128.9,16.002233792652778
STA-FR08204,FR,15.0,rural-nearcity,background,128.9,8.161137602681169
STA_ES1746A,ES,570.0,rural,industrial,62.3,5.079569394167148
STA_ES1740A,ES,455.0,urban,traffic,62.5,23.594841735052754
STA_ES1718A,ES,691.0,urban,industrial,47.5,13.542512990080304
STA_ES1713A,ES,76.0,urban,background,515.2,24.64720138488171
STA_ES1712A,ES,17.0,urban,background,515.2,23.923934502380675
STA_ES1711A,ES,510.0,suburban,background,236.0,4.617006073597714
STA_ES1709A,ES,195.0,suburban,background,236.0,7.685251087386319
STA_ES1690A,ES,259.0,rural,background,86.2,7.020955574182732
STA_ES1687A,ES,50.0,suburban,industrial,86.2,15.807541512915131
STA_ES1747A,ES,418.0,urban,background,62.5,16.839312492790402
STA_ES1685A,ES,160.0,urban,industrial,86.2,16.474486094316813
STA_ES1679A,ES,7.0,urban,background,718.7,35.483236994219645
STA_ES1677A,ES,32.0,suburban,background,321.5,11.734404898584005
STA_ES1675A,ES,44.0,suburban,background,321.5,8.636571566149032
STA_ES1673A,ES,50.0,urban,traffic,108.5,13.777406725011515
STA_ES1672A,ES,480.0,suburban,traffic,108.5,5.257953370851039
STA_ES1671A,ES,430.0,rural,background,236.0,3.9345407196969697
STA_ES1670A,ES,804.0,rural,background,236.0,4.649360057957014
STA_ES1666A,ES,13.0,urban,background,127.8,22.172298079148344
STA_ES1664A,ES,24.0,urban,industrial,170.9,26.146836982968374
STA_ES1662A,ES,460.0,rural,industrial,62.5,5.330524128376818
STA_ES1661A,ES,383.0,rural,industrial,62.5,9.194151195243297
STA_ES1656A,ES,480.0,urban,background,47.5,18.54327272727273
STA_ES1684A,ES,171.0,urban,background,718.7,22.902256532066513
STA_ES1749A,ES,530.0,suburban,background,62.5,12.664797944405512
STA_ES1750A,ES,36.0,urban,background,228.0,8.0
STA_ES1751A,ES,86.0,suburban,background,228.0,16.043981202554527
STA_ES1818A,ES,500.0,suburban,background,45.1,20.759717723276264
STA_ES1815A,ES,192.0,suburban,background,718.7,15.612644079636743
STA_ES1812A,ES,238.0,rural,industrial,127.8,8.549194576428324
STA_ES1811A,ES,761.0,suburban,traffic,827.3,14.969445405280757
STA_ES1810A,ES,469.0,rural,background,827.3,10.356935240088363
STA_ES1809A,ES,610.0,suburban,background,827.3,22.653855032317637
STA_ES1808A,ES,707.0,rural,background,827.3,7.548245105988648
STA_ES1807A,ES,610.0,suburban,background,827.3,30.12964893986792
STA_ES1806A,ES,795.0,rural,background,827.3,5.058464022140222
STA_ES1805A,ES,852.0,rural,background,827.3,10.849485965114935
STA_ES1803A,ES,873.0,urban,traffic,827.3,26.88214203099699
STA_ES1802A,ES,995.0,rural,background,827.3,4.355914355914357
STA_ES1801A,ES,584.0,urban,industrial,827.3,19.104874956782297
STA_ES1800A,ES,152.0,suburban,background,57.6,13.077534084173088
STA_ES1799A,ES,119.0,urban,background,57.6,17.90662721893491
STA_ES1793A,ES,31.0,rural,background,52.5,4.651079552014778
STA_ES1792A,ES,31.0,suburban,industrial,52.5,14.0
STA_ES1790A,ES,541.0,suburban,industrial,29.9,7.9435684647302915
STA_ES1786A,ES,55.0,suburban,background,80.3,11.4508072946916
STA_ES1785A,ES,148.0,urban,industrial,80.3,8.08458920758386
STA_ES1781A,ES,62.0,urban,background,170.9,14.083008619671745
STA_ES1779A,ES,336.0,rural,industrial,62.3,7.574025521916474
STA_ES1773A,ES,5.0,suburban,industrial,718.7,12.737181015979012
STA_ES1765A,ES,54.0,suburban,background,236.0,12.569565737528412
STA_ES1755A,ES,397.0,suburban,industrial,62.5,7.578624513389172
STA_ES1753A,ES,380.0,rural,industrial,62.3,6.7154533840845225
STA_ES1752A,ES,581.0,suburban,background,827.3,24.89293139293139
STA_ES1654A,ES,573.0,rural,background,140.3,2.6658234252466477
STA_ES1819A,ES,214.0,urban,background,31.5,9.108741750319275
STA_ES1653A,ES,49.0,urban,background,140.3,16.064639693559972
STA_ES1649A,ES,350.0,rural,industrial,62.3,7.897802448610919
STA_ES1598A,ES,62.0,urban,background,515.2,9.894809688581317
STA_ES1597A,ES,753.0,suburban,industrial,64.3,12.75528559747693
STA_ES1596A,ES,694.0,urban,industrial,64.3,18.047963364666185
STA_ES1595A,ES,21.0,suburban,traffic,515.2,20.321403260099217
STA_ES1591A,ES,450.0,rural,industrial,29.9,8.074944849208174
STA_ES1580A,ES,9.0,urban,traffic,110.4,33.2411240215203
STA_ES1579A,ES,88.0,urban,background,110.4,12.163113696566064
STA_ES1578A,ES,20.0,urban,background,110.4,10.986696014812326
STA_ES1577A,ES,10.0,urban,industrial,110.4,14.18196319017479
STA_ES1576A,ES,16.0,suburban,industrial,110.4,15.918145741467855
STA_ES1572A,ES,276.0,urban,background,97.0,13.394706426259825
STA_ES1599A,ES,225.0,rural,background,360.7,3.9418729817007536
STA_ES1569A,ES,340.0,suburban,industrial,131.1,10.612907206317868
STA_ES1567A,ES,640.0,urban,traffic,827.3,35.113455551712214
STA_ES1565A,ES,674.0,urban,industrial,827.3,33.85412335412335
STA_ES1564A,ES,671.0,urban,traffic,827.3,27.259460083064145
STA_ES1563A,ES,589.0,urban,traffic,827.3,28.308694649446487
STA_ES1560A,ES,689.0,urban,traffic,72.9,46.260133578995855
STA_ES1549A,ES,97.0,urban,background,80.3,16.9438202247191
STA_ES1544A,ES,594.0,suburban,background,108.5,12.0716477809254
STA_ES1543A,ES,619.0,rural,background,86.2,4.449378544708581
STA_ES1542A,ES,181.0,rural,background,86.2,6.551642357405432
STA_ES1537A,ES,700.0,urban,background,21.2,20.130261927034613
STA_ES1568A,ES,650.0,suburban,background,827.3,26.703502485261822
STA_ES1601A,ES,390.0,urban,background,31.5,9.757343611341874
STA_ES1602A,ES,385.0,urban,background,62.3,23.15163043418015
STA_ES1611A,ES,512.0,suburban,background,827.3,14.982836078792765
STA_ES1648A,ES,189.0,rural,background,170.9,5.1755229622505405
STA_ES1645A,ES,631.0,urban,background,827.3,36.46058803340579
STA_ES1644A,ES,19.0,urban,background,140.3,16.547028042399035
STA_ES1643A,ES,1090.0,urban,traffic,8.7,18.589612204495168
STA_ES1641A,ES,220.0,urban,background,56.3,23.43767937675447
STA_ES1640A,ES,68.0,urban,background,140.3,17.137216828478966
STA_ES1638A,ES,26.0,urban,background,140.3,26.094304605034214
STA_ES1637A,ES,1.0,urban,industrial,170.9,21.387993973809248
STA_ES1636A,ES,691.0,urban,industrial,64.3,21.52031156381066
STA_ES1633A,ES,40.0,suburban,traffic,131.1,36.80902612826603
STA_ES1631A,ES,700.0,urban,traffic,64.3,30.08027494783356
STA_ES1630A,ES,50.0,suburban,background,140.3,13.187515122187273
STA_ES1627A,ES,80.0,suburban,industrial,131.1,21.892984679184426
STA_ES1625A,ES,25.0,urban,traffic,236.0,20.806155632984897
STA_ES1624A,ES,44.0,suburban,background,321.5,14.657166029428804
STA_ES1623A,ES,534.0,urban,background,321.5,11.210274790919952
STA_ES1620A,ES,49.0,suburban,industrial,170.9,8.79907319391635
STA_ES1619A,ES,11.0,urban,background,236.0,23.49115255858441
STA_ES1618A,ES,797.0,urban,traffic,27.2,14.200275608635735
STA_ES1617A,ES,60.0,suburban,background,236.0,11.308467033610492
STA_ES1616A,ES,376.0,rural,background,20.1,3.4614268622085684
STA_ES1615A,ES,389.0,urban,background,20.1,7.661086126800416
STA_ES1613A,ES,905.0,urban,traffic,827.3,22.93869288606131
STA_ES1612A,ES,722.0,suburban,background,827.3,22.701304699226412
STA_ES1651A,ES,205.0,urban,traffic,97.0,16.211265914004322
STA_ES1820A,ES,551.0,suburban,background,31.5,5.321589698102042
STA_ES1822A,ES,390.0,rural,industrial,170.9,4.240884638374179
STA_ES2011A,ES,65.0,suburban,industrial,718.7,28.043522139523148
STA_ES2010A,ES,683.0,urban,traffic,64.3,23.46064533549345
STA_ES1997A,ES,181.0,suburban,background,20.1,9.496507778299227
STA_ES1996A,ES,380.0,suburban,background,80.3,6.081389925373133
STA_ES1992A,ES,81.0,urban,background,718.7,28.775390625
STA_ES1991A,ES,1017.0,rural,background,8.7,2.5350064500996834
STA_ES1990A,ES,985.0,rural,background,27.2,1.1307646710136336
STA_ES1989A,ES,1140.0,rural,background,29.9,4.330536130536132
STA_ES1988A,ES,814.0,suburban,background,29.9,13.38699033702569
STA_ES1987A,ES,613.0,rural,background,24.9,3.073084618100506
STA_ES2012A,ES,82.0,suburban,industrial,718.7,20.233245975290156
STA_ES1986A,ES,801.0,urban,traffic,24.9,9.357926336450756
STA_ES1982A,ES,1570.0,rural,background,35.5,1.3552175990851163
STA_ES1974A,ES,56.0,urban,background,97.0,20.258457997698503
STA_ES1973A,ES,684.0,suburban,background,72.9,19.452454556695933
STA_ES1972A,ES,685.0,suburban,industrial,57.6,0.0
STA_ES1971A,ES,571.0,suburban,industrial,57.6,4.8373794865838065
STA_ES1970A,ES,15.0,urban,traffic,236.0,34.38417528910529
STA_ES1969A,ES,250.0,suburban,background,86.2,10.572217837411207
STA_ES1968A,ES,20.0,suburban,industrial,321.5,14.087372970447376
STA_ES1967A,ES,952.0,urban,traffic,22.3,10.673855072463768
STA_ES1963A,ES,548.0,suburban,background,45.1,21.032624456259057
STA_ES1948A,ES,96.0,rural,industrial,127.8,3.1517878008880578
STA_ES1947A,ES,715.0,urban,background,827.3,28.24959963395105
STA_ES1983A,ES,7.0,suburban,background,718.7,33.928846827900465
STA_ES2018A,ES,200.0,rural,background,236.0,7.163789937568858
STA_ES2019A,ES,510.0,suburban,background,236.0,12.21074727120067
STA_ES2090A,ES,418.0,suburban,background,718.7,12.187060889929745
STA_ES2089A,ES,200.0,urban,background,56.3,27.966193387080782
STA_ES2082A,ES,389.0,suburban,background,62.5,9.129979783565227
STA_ES2075A,ES,89.0,suburban,industrial,97.0,13.894320674131365
STA_ES2069A,ES,38.0,suburban,background,97.0,18.95541252194265
STA_ES2068A,ES,473.0,suburban,background,62.5,5.491321921065144
STA_ES2067A,ES,61.0,suburban,industrial,80.3,6.660296502200603
STA_ES2066A,ES,200.0,suburban,industrial,80.3,7.225752707366418
STA_ES2064A,ES,208.0,suburban,traffic,56.3,32.84539214100942
STA_ES2054A,ES,8.0,suburban,background,97.0,13.025804951761014
STA_ES2051A,ES,170.0,suburban,industrial,97.0,18.94187658886064
STA_ES2047A,ES,120.0,urban,traffic,57.6,32.63764919564089
STA_ES2042A,ES,690.0,urban,traffic,64.3,17.533430585947002
STA_ES2041A,ES,308.0,urban,background,14.1,8.103216684340756
STA_ES2040A,ES,76.0,rural,background,80.3,6.7565031476422375
STA_ES2034A,ES,255.0,rural,background,35.5,9.134489491213966
STA_ES2031A,ES,380.0,urban,traffic,228.0,38.538361929427
STA_ES2030A,ES,39.0,urban,traffic,228.0,27.44198207171315
STA_ES2029A,ES,1150.0,suburban,background,19.9,6.841042120968669
STA_ES2028A,ES,622.0,urban,traffic,827.3,33.36726176675168
STA_ES2026A,ES,239.0,rural,industrial,80.3,4.968603620711481
STA_ES1946A,ES,669.0,suburban,background,827.3,25.092649925467267
STA_ES1945A,ES,700.0,suburban,background,827.3,14.95137299771167
STA_ES1944A,ES,615.0,urban,background,827.3,31.4346035015448
STA_ES1943A,ES,605.0,urban,traffic,827.3,52.529310542617864
STA_ES1883A,ES,1005.0,rural,background,14.1,2.2725344904261893
STA_ES1882A,ES,1.0,rural,background,131.1,6.48172878475173
STA_ES1878A,ES,22.0,rural,background,52.5,3.4591691471463704
STA_ES1877A,ES,27.0,urban,industrial,86.2,23.064422378299827
STA_ES1869A,ES,594.0,urban,traffic,827.3,41.25951311746632
STA_ES1860A,ES,1.0,rural,industrial,140.3,8.351393373998325
STA_ES1859A,ES,369.0,suburban,background,45.1,15.711722209275225
STA_ES1858A,ES,948.0,suburban,background,11.7,24.49506618531889
STA_ES1857A,ES,635.0,suburban,background,25.2,12.768350006026274
STA_ES1856A,ES,136.0,urban,background,718.7,28.98451431252933
STA_ES1855A,ES,60.0,rural,industrial,127.8,8.68300395256917
STA_ES1854A,ES,737.0,rural,background,127.8,3.307350707023489
STA_ES1853A,ES,213.0,rural,background,718.7,14.085287328392663
STA_ES1851A,ES,661.0,suburban,background,718.7,12.885448195576252
STA_ES1849A,ES,99.0,urban,traffic,321.5,17.006933834763192
STA_ES1838A,ES,721.0,suburban,background,827.3,15.959866605335787
STA_ES1837A,ES,210.0,urban,traffic,56.3,28.489269719788105
STA_ES1836A,ES,198.0,urban,traffic,56.3,25.865969301782837
STA_ES1835A,ES,51.0,rural,industrial,80.3,5.279347296639065
STA_ES1834A,ES,18.0,urban,traffic,86.2,22.354154178156094
STA_ES1831A,ES,12.0,rural,background,257.0,8.288250550399429
STA_ES1826A,ES,122.0,suburban,background,236.0,19.357528776133424
STA_ES1825A,ES,65.0,suburban,background,257.0,3.529489204844655
STA_ES1824A,ES,376.0,suburban,background,47.5,12.470745003028467
STA_ES1884A,ES,3.0,suburban,industrial,236.0,7.068699889954409
STA_ES1536A,ES,630.0,suburban,background,21.2,15.810334771958475
STA_ES1885A,ES,7.0,suburban,background,236.0,18.492921492921493
STA_ES1889A,ES,743.0,suburban,background,27.2,7.703955066697871
STA_ES1942A,ES,619.0,urban,background,827.3,41.16374871266736
STA_ES1941A,ES,630.0,urban,background,827.3,37.15241039734341
STA_ES1940A,ES,729.0,urban,traffic,827.3,39.675681870272754
STA_ES1939A,ES,672.0,urban,background,827.3,29.217585181797396
STA_ES1938A,ES,676.0,urban,traffic,827.3,38.92603178232537
STA_ES1937A,ES,609.0,urban,background,827.3,34.81126244706421
STA_ES1930A,ES,34.0,rural,background,127.8,5.742608081046059
STA_ES1929A,ES,5.0,suburban,background,718.7,33.764078245406054
STA_ES1927A,ES,720.0,urban,traffic,16.8,5.806229169061028
STA_ES1926A,ES,11.0,suburban,traffic,236.0,21.314872657376267
STA_ES1924A,ES,666.0,urban,background,72.9,33.65638711294973
STA_ES1923A,ES,620.0,rural,background,718.7,14.290318867272935
STA_ES1922A,ES,953.0,urban,traffic,20.1,6.024276919502848
STA_ES1921A,ES,10.0,urban,background,131.1,19.47286522633745
STA_ES1917A,ES,728.0,rural,background,236.0,3.1037924151696608
STA_ES1915A,ES,55.0,urban,background,321.5,23.780591688730286
STA_ES1914A,ES,355.0,suburban,background,321.5,8.629689298043731
STA_ES1913A,ES,642.0,rural,background,321.5,2.9852892009361423
STA_ES1912A,ES,7.0,urban,traffic,236.0,26.523625
STA_ES1911A,ES,320.0,suburban,industrial,236.0,7.267711171662126
STA_ES1910A,ES,25.0,suburban,background,718.7,14.846349647113273
STA_ES1903A,ES,14.0,suburban,background,718.7,21.468250289687138
STA_ES1899A,ES,155.0,rural,industrial,718.7,13.611907386990078
STA_ES1898A,ES,359.0,rural,background,228.0,3.991840113528855
STA_ES1897A,ES,55.0,suburban,industrial,228.0,11.193128834355829
STA_ES1892A,ES,7.0,urban,background,718.7,34.90440487347704
STA_ES1890A,ES,693.0,urban,background,827.3,29.46574234546505
STA_ES1886A,ES,400.0,suburban,industrial,236.0,15.817920073707244
STA_ES1535A,ES,686.0,suburban,background,26.2,13.534760004836176
STA_ES1632A,ES,690.0,urban,traffic,64.3,17.114278208327857
STA_ES1531A,ES,650.0,rural,background,110.4,0.25438374662288243
STA_ES0001R,ES,917.0,rural,background,45.1,1.1440266346207295
Station_GB1094A,GB,46.0,urban,background,333.1,19.043214291071433
Station_GB1087A,GB,7.0,urban,background,971.9,14.191589480247288
Station_GB1073A,GB,88.0,urban,background,292.1,13.016507686143505
Station_GB1067A,GB,109.0,urban,traffic,4275.4,32.25230030732509
STA_ES1532A,ES,677.0,urban,background,827.3,36.84166571330511
STA_ES0007R,ES,1230.0,rural,background,72.9,3.972270881485344
Station_GB1060A,GB,54.0,urban,background,120.2,11.262791963464204
Station_GB1043A,GB,29.0,urban,traffic,2026.9,20.940507447573033
Station_GB1038A,GB,153.0,urban,traffic,669.9,62.55428776730264
Station_GB1036A,GB,9.0,urban,traffic,2470.6,48.695734277383536
Station_GB1013A,GB,134.0,urban,background,4275.4,18.02739088975837
Station_GB0998A,GB,167.0,urban,background,24.3,8.140023509423852
STA_ES0011R,ES,393.0,rural,background,31.5,2.317336915886135
STA_ES0012R,ES,885.0,rural,background,236.0,2.2870836238395587
STA_ES0692A,ES,29.0,urban,background,718.7,36.15693251533742
STA_ES0691A,ES,3.0,urban,background,718.7,38.36161387631976
STA_ES0651A,ES,60.0,suburban,industrial,131.1,20.51015406162465
STA_ES0634A,ES,32.0,suburban,industrial,170.9,12.624154589371981
STA_ES0633A,ES,1.0,urban,industrial,170.9,19.967441282465515
STA_ES0629A,ES,30.0,urban,industrial,170.9,12.969146137287732
STA_ES0624A,ES,50.0,suburban,industrial,80.3,7.402383728462236
STA_ES0588A,ES,136.0,suburban,industrial,515.2,17.93158905424868
STA_ES0587A,ES,30.0,suburban,industrial,515.2,8.58055458055458
STA_ES0584A,ES,34.0,suburban,traffic,718.7,31.923190911336132
STA_ES0373A,ES,720.0,suburban,industrial,29.9,7.084558823529411
STA_ES0360A,ES,700.0,rural,industrial,29.9,3.5687287388181934
STA_ES0354A,ES,750.0,rural,industrial,29.9,3.3538643067846614
STA_ES0316A,ES,570.0,rural,background,9.0,3.8871644295302015
STA_ES0125A,ES,593.0,urban,background,827.3,36.705182473401216
STA_ES0124A,ES,698.0,urban,background,827.3,36.59830721720233
STA_ES0120A,ES,708.0,urban,traffic,827.3,42.75363480251861
STA_ES0118A,ES,672.0,urban,traffic,827.3,54.79507163323783
STA_ES0115A,ES,637.0,urban,traffic,827.3,42.921501315940034
STA_ES0110A,ES,4.0,urban,traffic,515.2,25.771162790697673
STA_ES0041A,ES,32.0,urban,traffic,515.2,39.070369470102094
STA_ES0017R,ES,35.0,rural,background,52.5,3.3877951257976924
STA_ES0014R,ES,470.0,rural,background,35.5,3.423099742235049
STA_ES0013R,ES,985.0,rural,background,16.8,1.1906150897663608
Station_GB0962A,GB,24.0,urban,background,234.8,18.55834058396838
STA_ES0694A,ES,38.0,suburban,background,718.7,32.63800535943143
STA.IE.IE0147A,IE,20.0,suburban,background,60.3,5.729709318767807
STA.IE.IE0140A,IE,15.0,suburban,background,1487.3,15.61037642838474
STA.IE.IE0132A,IE,10.0,suburban,background,1487.3,20.40166108631453
STA.IE.IE0131A,IE,10.0,suburban,traffic,1487.3,32.55695783598925
STA.IE.IE0118A,IE,39.0,suburban,background,33.5,7.87403342570951
STA.IE.IE005AP,IE,10.0,urban,traffic,1487.3,43.56620775566957
STA.IE.IE004BP,IE,100.0,urban,background,57.8,10.798353433962607
STA.IE.IE004AP,IE,12.0,suburban,traffic,1487.3,26.961797504369184
STA.IE.IE0036A,IE,30.0,suburban,background,1487.3,17.378159802801456
STA.IE.IE0028A,IE,25.0,urban,background,1487.3,20.31921257396581
STA.IE.IE001BP,IE,10.0,urban,traffic,57.8,26.079403376912488
